vehicle_make,vehicle_model,vehicle_body_type,vehicle_year,vehicle_mileage,vehicle_transmission,vehicle_price
Honda,Jazz,Hatchback,2005,122500,Manual,82000000
Suzuki,Ertiga,MPV,2017,62500,Automatic,165000000
Mazda,CX-5,SUV,2021,17500,Automatic,460000000
Daihatsu,Gran Max,Van,2008,102500,Automatic,82000000
BMW,X5,SUV,2017,77500,Automatic,638000000
Daihatsu,Ayla,Hatchback,2017,42500,Automatic,110000000
Toyota,Calya,MPV,2017,77500,Manual,122500000
Daihatsu,Gran Max,Van,2015,102500,Manual,90000000
Toyota,Calya,MPV,2021,27500,Manual,142500000
Toyota,Calya,MPV,2018,37500,Automatic,135000000
Toyota,Calya,MPV,2018,87500,Automatic,114000000
Suzuki,Ertiga,MPV,2013,132500,Automatic,119000000
Toyota,Calya,MPV,2021,32500,Automatic,129000000
Toyota,Avanza,MPV,2018,82500,Automatic,159000000
Toyota,Agya,Hatchback,2020,22500,Manual,128000000
Mazda,2,Hatchback,2015,117500,Automatic,161000000
Mitsubishi,Xpander,Wagon,2018,72500,Manual,167000000
Mercedes-Benz,GLA200,SUV,2017,47500,Automatic,488000000
BMW,520d,Sedan,2017,34000,Automatic,555000000
Mercedes-Benz,GLC200,SUV,2018,32500,Automatic,688000000
Mitsubishi,Xpander,Wagon,2019,67500,Automatic,216000000
Mazda,CX-5,SUV,2018,87500,Automatic,338000000
Toyota,Vellfire,Van Wagon,2010,107500,Automatic,238000000
Wuling,Confero,Wagon,2018,67500,Manual,109000000
Honda,Brio,Hatchback,2019,77500,Automatic,173000000
Toyota,Alphard,MPV,2013,102500,Automatic,368000000
Honda,Brio,Hatchback,2016,12500,Automatic,116000000
Toyota,Alphard,MPV,2013,82500,Automatic,335000000
Toyota,Alphard,Van Wagon,2005,107500,Automatic,135000000
Mitsubishi,Xpander,Wagon,2018,47500,Automatic,210000000
Nissan,Serena,MPV,2010,107500,Automatic,107500000
Toyota,Raize,Wagon,2021,37500,Automatic,206000000
Ford,Fiesta,Hatchback,2013,92500,Automatic,85000000
Toyota,Rush,SUV,2019,22500,Automatic,203000000
Daihatsu,Sigra,MPV,2019,74000,Manual,102000000
Honda,Brio,Hatchback,2018,31000,Automatic,128000000
Honda,CR-V,SUV,2011,168000,Automatic,114000000
Mazda,CX-5,SUV,2020,37000,Automatic,385000000
Mitsubishi,Xpander,Wagon,2018,70000,Automatic,195000000
Honda,Mobilio,MPV,2015,67500,Automatic,135000000
Nissan,Livina,Wagon,2019,42000,Automatic,170000000
Toyota,Calya,MPV,2018,121000,Automatic,110000000
Hyundai,H-1,MPV,2016,93000,Automatic,235000000
Suzuki,Ignis,Hatchback,2017,112500,Automatic,129000000
Toyota,Calya,MPV,2016,98000,Manual,98000000
Honda,CR-V,Wagon,2016,88000,Automatic,265000000
Suzuki,XL7,Wagon,2020,33000,Automatic,188000000
Honda,Civic,Sedan,2018,35000,Automatic,359000000
Toyota,Kijang Innova,MPV,2019,78000,Automatic,290000000
Honda,Brio,Hatchback,2020,52500,Automatic,182000000
Mazda,CX-5,SUV,2019,27500,Automatic,413000000
Honda,HR-V,SUV,2021,57500,Automatic,323000000
Toyota,Agya,Hatchback,2015,82500,Manual,100000000
Toyota,Alphard,Van Wagon,2022,22500,Automatic,1070000000
Toyota,Agya,Hatchback,2015,82500,Manual,100000000
Toyota,Rush,SUV,2014,137500,Automatic,139000000
Toyota,Agya,Hatchback,2016,127500,Automatic,95000000
Toyota,Sienta,MPV,2018,77500,Automatic,172000000
Toyota,Kijang Innova,MPV,2016,102500,Manual,248000000
Toyota,Calya,MPV,2021,12500,Manual,136000000
Nissan,Grand Livina,MPV,2014,107500,Automatic,130000000
Mitsubishi,Xpander,Wagon,2018,62500,Automatic,209000000
Toyota,Rush,SUV,2018,77500,Automatic,207000000
Toyota,Kijang Innova,MPV,2017,47500,Automatic,251000000
Toyota,Kijang Innova,MPV,2019,27500,Automatic,335000000
Honda,Jazz,Hatchback,2004,122500,Automatic,77500000
Daihatsu,Sigra,MPV,2018,72500,Automatic,117500000
Nissan,Juke,SUV,2013,52500,Automatic,137500000
Mazda,2,Hatchback,2012,137500,Automatic,120000000
Daihatsu,Terios,SUV,2016,77500,Automatic,135000000
Honda,Jazz,Hatchback,2020,27000,Automatic,245000000
Mercedes-Benz,B200,Hatchback,2019,12500,Automatic,560000000
Land Rover,Range Rover Evoque,SUV,2013,32500,Automatic,479000000
Daihatsu,Sigra,MPV,2016,105000,Manual,90000000
Mercedes-Benz,C200,Sedan,2018,42500,Automatic,579000000
Mercedes-Benz,CLA200,Coupe,2014,52500,Automatic,355000000
Toyota,Camry,Sedan,2017,77500,Automatic,265000000
BMW,X1,SUV,2017,62500,Automatic,439000000
Mazda,2,Hatchback,2015,77500,Automatic,166000000
BMW,520i,Sedan,2013,67500,Automatic,309000000
MINI,Countryman,SUV,2011,67500,Automatic,335000000
Nissan,Grand Livina,MPV,2018,82500,Automatic,118000000
Honda,CR-V,SUV,2014,117500,Automatic,200000000
Honda,City,Hatchback,2021,47500,Automatic,252000000
Honda,Brio,Hatchback,2018,82500,Automatic,148000000
Toyota,Avanza,MPV,2017,92500,Automatic,161000000
Honda,HR-V,SUV,2018,92500,Automatic,251000000
Mitsubishi,Xpander,Wagon,2018,62500,Automatic,205000000
Mitsubishi,Xpander,Wagon,2018,47500,Automatic,205000000
Mitsubishi,Xpander,Wagon,2018,52500,Automatic,208000000
Mitsubishi,Xpander,Wagon,2018,62500,Automatic,206000000
Honda,Brio,Hatchback,2014,42500,Manual,105000000
Honda,BR-V,SUV,2017,107500,Automatic,166000000
Honda,Brio,Hatchback,2019,47500,Automatic,153000000
Honda,Brio,Hatchback,2017,22500,Automatic,135000000
Toyota,Innova Venturer,Wagon,2017,77500,Automatic,311000000
Toyota,Kijang Innova,MPV,2013,157500,Automatic,175000000
Wuling,Cortez,Wagon,2021,27500,Automatic,174000000
Honda,City,Hatchback,2021,32500,Automatic,264000000
Honda,Brio,Hatchback,2020,42500,Automatic,155000000
Toyota,Rush,SUV,2018,32500,Automatic,203000000
Mitsubishi,Xpander,Wagon,2018,97500,Automatic,204000000
Toyota,Rush,SUV,2018,82500,Automatic,203000000
Daihatsu,Xenia,MPV,2014,47500,Manual,124000000
Toyota,Agya,Hatchback,2019,32500,Automatic,131000000
Honda,Brio,Hatchback,2020,27500,Automatic,160000000
Toyota,Avanza,MPV,2017,77500,Manual,149000000
Honda,Brio,Hatchback,2019,37500,Automatic,162000000
Toyota,Agya,Hatchback,2019,27500,Automatic,129000000
Toyota,Avanza,MPV,2019,27500,Manual,170000000
Mercedes-Benz,C250,Sedan,2015,2500,Automatic,550000000
KIA,Picanto,Hatchback,2012,37500,Manual,90000000
Toyota,Yaris Cross,Wagon,2023,2500,Automatic,395000000
Mercedes-Benz,S450 L,Sedan,2022,7500,Automatic,2350000000
Honda,Brio,Hatchback,2017,47500,Manual,129000000
Toyota,Kijang Innova,MPV,2018,77500,Automatic,245000000
Toyota,Alphard,Van Wagon,2019,27500,Automatic,925000000
Toyota,Innova Venturer,Wagon,2021,52500,Automatic,469000000
Toyota,Kijang Innova,MPV,2021,52500,Automatic,339000000
Mercedes-Benz,GLC250,SUV,2016,47500,Automatic,485000000
Toyota,Kijang Innova,MPV,2019,62500,Automatic,349000000
Toyota,Fortuner,SUV,2016,112500,Automatic,339000000
Toyota,Kijang Innova,MPV,2021,32500,Automatic,412000000
Mercedes-Benz,E200K,Sedan,2007,57500,Automatic,179000000
Toyota,Alphard,MPV,2012,87500,Automatic,289000000
Mercedes-Benz,S320,Sedan,2001,127500,Automatic,139000000
Mitsubishi,Xpander,Wagon,2021,27500,Automatic,259000000
Toyota,Kijang Innova,MPV,2021,12500,Automatic,419000000
Toyota,Veloz,Wagon,2022,12500,Automatic,269000000
Wuling,Confero,Wagon,2019,132500,Manual,95000000
Honda,Brio,Hatchback,2019,17500,Manual,138000000
Suzuki,Ignis,Hatchback,2017,102500,Automatic,129000000
Daihatsu,Terios,SUV,2019,52500,Automatic,187000000
KIA,Rio,Hatchback,2012,147500,Manual,112000000
Suzuki,Ignis,Hatchback,2017,42500,Automatic,120000000
Honda,CR-V,SUV,2021,22500,Automatic,489000000
Honda,City,Hatchback,2021,47500,Automatic,252000000
Toyota,Avanza,MPV,2023,37500,Automatic,222000000
Toyota,Innova Venturer,Wagon,2019,22500,Automatic,425000000
Toyota,Kijang Innova,MPV,2019,32500,Automatic,295000000
Suzuki,Baleno,Hatchback,2019,47500,Automatic,187500000
Jeep,Cherokee,Jeep,1996,122500,Automatic,239000000
Daihatsu,Ayla,Hatchback,2019,22500,Automatic,108000000
Toyota,Agya,Hatchback,2021,52500,Automatic,151000000
Toyota,Avanza,MPV,2021,32500,Automatic,202000000
Toyota,Raize,Wagon,2021,12500,Automatic,200000000
Mitsubishi,Xpander,Wagon,2018,107500,Automatic,207000000
Honda,Brio,Hatchback,2020,37500,Automatic,181000000
Suzuki,Ertiga,MPV,2021,17500,Automatic,191000000
Suzuki,Ertiga,MPV,2019,47500,Automatic,160500000
Daihatsu,Ayla,Hatchback,2022,7500,Manual,126000000
Daihatsu,Gran Max,Van,2022,42500,Manual,159000000
Mercedes-Benz,Sprinter,Van Wagon,2013,112500,Manual,695000000
Mercedes-Benz,CLA200,Coupe,2022,27500,Automatic,795000000
Mitsubishi,Pajero Sport,SUV,2018,62500,Automatic,409000000
Daihatsu,Sigra,MPV,2019,32500,Automatic,123000000
Honda,CR-V,SUV,2015,47500,Automatic,225000000
Honda,HR-V,SUV,2021,34963,Automatic,265000000
Daihatsu,Terios,SUV,2017,33919,Manual,150000000
Toyota,Kijang Innova,MPV,2018,70940,Automatic,300000000
Nissan,Serena,MPV,2019,58850,Automatic,328000000
Daihatsu,Terios,SUV,2022,14632,Automatic,222000000
Daihatsu,Sigra,MPV,2019,33332,Automatic,123000000
Mitsubishi,Pajero Sport,SUV,2018,61906,Automatic,409000000
Mazda,CX-5,SUV,2019,50878,Automatic,389000000
Toyota,Agya,Hatchback,2019,27693,Automatic,129000000
Honda,HR-V,SUV,2020,44318,Automatic,265000000
Suzuki,Ertiga,MPV,2021,16656,Automatic,191000000
Honda,Brio,Hatchback,2017,46932,Manual,129000000
Toyota,Avanza,MPV,2019,25510,Manual,170000000
Toyota,Vellfire,Van Wagon,2013,102500,Automatic,325000000
Toyota,Agya,Hatchback,2020,32156,Automatic,136000000
Toyota,Avanza,MPV,2021,24662,Automatic,188000000
Honda,CR-V,SUV,2015,45805,Automatic,225000000
Toyota,Innova Venturer,Wagon,2019,22500,Automatic,425000000
Toyota,Agya,Hatchback,2022,4690,Manual,134000000
Toyota,Agya,Hatchback,2019,17500,Manual,122000000
Suzuki,Baleno,Hatchback,2018,70159,Automatic,159000000
Daihatsu,Terios,SUV,2022,6707,Manual,185000000
Daihatsu,Terios,SUV,2018,34097,Automatic,190000000
Honda,CR-V,SUV,2013,107500,Automatic,160000000
Mitsubishi,Xpander,Wagon,2018,52500,Automatic,208000000
Mercedes-Benz,GLA200,SUV,2017,57500,Automatic,488000000
Honda,HR-V,SUV,2022,32500,Automatic,423000000
BMW,X1,SUV,2017,47500,Automatic,408000000
Honda,Brio,Hatchback,2018,42500,Automatic,141000000
Daihatsu,Ayla,Hatchback,2019,87500,Manual,105000000
Honda,Brio,Hatchback,2018,72500,Automatic,136000000
Mercedes-Benz,E300,Sedan,2010,42500,Automatic,310000000
Daihatsu,Terios,SUV,2023,7500,Automatic,225000000
Honda,Brio,Hatchback,2019,32500,Manual,175000000
Daihatsu,Gran Max,Pick-up,2021,37500,Manual,120000000
Daihatsu,Gran Max,Van,2017,177500,Manual,97000000
Toyota,Fortuner,SUV,2018,77500,Automatic,375000000
Suzuki,Baleno,Hatchback,2021,51429,Automatic,179000000
Honda,Mobilio,MPV,2018,73982,Manual,144000000
Honda,CR-V,SUV,2017,73740,Automatic,355000000
Honda,Brio,Hatchback,2020,27500,Automatic,140000000
Mitsubishi,Xpander,Wagon,2021,22500,Automatic,256000000
Daihatsu,Sigra,MPV,2021,27500,Manual,117500000
Honda,City,Sedan,2013,92500,Automatic,148000000
Daihatsu,Ayla,Hatchback,2019,57500,Manual,112000000
Suzuki,Baleno,Hatchback,2019,38723,Automatic,169000000
KIA,Rio,Hatchback,2012,137536,Automatic,110000000
Daihatsu,Terios,SUV,2013,110466,Manual,130000000
Mitsubishi,Xpander,Wagon,2018,73561,Automatic,199000000
Toyota,Kijang Innova,MPV,2022,27500,Automatic,329000000
Toyota,Kijang Innova,MPV,2015,107500,Manual,180000000
Toyota,Fortuner,SUV,2017,52500,Automatic,372000000
Suzuki,Baleno,Hatchback,2019,12500,Automatic,168000000
MINI,Cooper,Hatchback,2022,2500,Automatic,868000000
Mazda,CX-5,SUV,2018,82500,Automatic,338000000
BMW,520i,Sedan,2015,57500,Automatic,378000000
Honda,Brio,Hatchback,2021,47500,Automatic,163000000
Honda,CR-V,SUV,2017,62500,Automatic,353000000
Lexus,RX300,SUV,2018,27500,Automatic,918000000
BMW,528i,Sedan,2014,22500,Automatic,418000000
Lexus,LM350,Van Wagon,2022,7500,Automatic,1888000000
Toyota,Land Cruiser,SUV,2000,252500,Automatic,450000000
Mitsubishi,Xpander,Wagon,2021,35000,Automatic,230000000
Toyota,Kijang Innova,MPV,2019,47500,Automatic,295000000
Honda,CR-V,SUV,2015,82500,Automatic,220000000
BMW,320i,Sedan,2020,12500,Automatic,698000000
Toyota,Kijang Innova,MPV,2021,22500,Automatic,405000000
Nissan,Serena,MPV,2012,152500,Automatic,113000000
Honda,Brio,Hatchback,2021,52500,Automatic,170000000
Mazda,CX-5,SUV,2019,47500,Automatic,395000000
Audi,A6,Sedan,2012,82500,Automatic,245000000
Toyota,Fortuner,SUV,2022,22500,Automatic,538000000
MINI,Countryman,SUV,2021,7500,Automatic,798000000
Mitsubishi,Xpander,Wagon,2021,42500,Automatic,249000000
Toyota,Vellfire,Van Wagon,2010,107500,Automatic,238000000
Honda,Civic,Hatchback,2018,82500,Automatic,328000000
BMW,X1,SUV,2017,47500,Automatic,408000000
Daihatsu,Terios,SUV,2019,62500,Automatic,199000000
Daihatsu,Xenia,MPV,2015,97500,Manual,105000000
Toyota,Agya,Hatchback,2017,82500,Automatic,115000000
Mitsubishi,Outlander,Wagon,2019,17500,Automatic,635000000
Mazda,2,Hatchback,2016,77500,Automatic,168000000
Toyota,Calya,MPV,2022,17500,Automatic,142500000
Toyota,Rush,SUV,2018,72500,Automatic,211000000
Honda,Brio,Hatchback,2018,42500,Automatic,138000000
Mercedes-Benz,C300,Sedan,2019,2500,Automatic,975000000
Toyota,Rush,SUV,2018,82500,Automatic,195000000
Land Rover,Defender,SUV,2021,7500,Automatic,2450000000
Wuling,Almaz,Wagon,2019,42500,Automatic,199000000
Wuling,EV,Hatchback,2023,7500,Automatic,240000000
BMW,520i,Sedan,2014,87500,Automatic,369000000
Wuling,Confero,Wagon,2019,27500,Automatic,125000000
Nissan,X-Trail,SUV,2008,120000,Automatic,95000000
Toyota,Agya,Hatchback,2015,62500,Manual,100000000
Mitsubishi,Xpander,Wagon,2020,67500,Automatic,245000000
Honda,HR-V,SUV,2017,42500,Automatic,230000000
Toyota,Agya,Hatchback,2018,27500,Automatic,135000000
Hyundai,H-1,MPV,2016,92500,Automatic,242000000
Mercedes-Benz,S400 L,Sedan,2015,32500,Automatic,828000000
Toyota,Yaris,Hatchback,2017,44356,Automatic,142000000
Mitsubishi,Fuso,Trucks,2020,47500,Manual,925000000
Toyota,Kijang Innova,MPV,2015,112500,Manual,180000000
Toyota,Rush,SUV,2019,22500,Automatic,203000000
Daihatsu,Gran Max,Pick-up,2019,72500,Manual,128500000
Mercedes-Benz,S450 L,Sedan,2022,3000,Automatic,2490000000
Honda,HR-V,SUV,2022,12500,Automatic,428000000
Toyota,Alphard,MPV,2013,97500,Automatic,368000000
Mitsubishi,Colt L300,Van,2016,72500,Manual,160500000
Toyota,Fortuner,SUV,2016,87500,Automatic,338000000
Mercedes-Benz,GLC200,SUV,2018,27500,Automatic,688000000
Wuling,Almaz,Wagon,2022,47500,Automatic,267000000
Honda,CR-V,SUV,2017,62500,Automatic,339000000
Mitsubishi,Colt,Trucks,2016,77500,Manual,255000000
Mazda,CX-9,SUV,2020,27500,Automatic,558000000
BMW,X3,SUV,2015,52500,Automatic,428000000
Toyota,Alphard,MPV,2013,77500,Automatic,335000000
BMW,Z4,Convertible,2021,2500,Automatic,1335000000
Honda,Mobilio,MPV,2019,42500,Automatic,169000000
Audi,A6,Sedan,2012,87500,Automatic,245000000
Toyota,Kijang Innova,MPV,2012,157500,Automatic,138000000
Toyota,Agya,Hatchback,2016,47500,Manual,92500000
Honda,Brio,Hatchback,2019,67500,Automatic,155000000
Mitsubishi,Xpander,Wagon,2018,87500,Automatic,195000000
BMW,X3,SUV,2015,57500,Automatic,428000000
Toyota,Alphard,Van Wagon,2016,52500,Automatic,660000000
Mitsubishi,Pajero Sport,SUV,2019,56000,Automatic,457000000
BMW,320i,Sedan,2018,27500,Automatic,450000000
Toyota,Dyna,Trucks,2012,227500,Manual,183500000
MINI,Cooper,Hatchback,2016,12500,Automatic,598000000
Land Rover,Range Rover Evoque,SUV,2013,32500,Automatic,479000000
Hyundai,Creta,Wagon,2022,32500,Manual,275000000
MINI,Countryman,SUV,2018,22500,Automatic,654000000
Honda,CR-V,SUV,2021,12500,Automatic,445000000
BMW,520d,Sedan,2013,47500,Automatic,299000000
Honda,HR-V,SUV,2021,12500,Automatic,265000000
BMW,320i,Sedan,2018,32500,Automatic,450000000
Mitsubishi,Xpander,Wagon,2018,67500,Automatic,203000000
Daihatsu,Xenia,MPV,2023,7500,Automatic,148000000
Toyota,Fortuner,SUV,2018,77500,Automatic,374000000
Toyota,Innova Venturer,Wagon,2018,57500,Automatic,365000000
Honda,Civic,Hatchback,2018,87500,Automatic,328000000
Daihatsu,Xenia,MPV,2015,102500,Manual,105000000
Mercedes-Benz,E400,Sedan,2016,52500,Automatic,534000000
Toyota,Fortuner,SUV,2017,92500,Automatic,368000000
Toyota,Alphard,Van Wagon,2005,107500,Automatic,135000000
Toyota,Avanza,MPV,2018,57500,Manual,156000000
Honda,HR-V,SUV,2022,17500,Automatic,428000000
Toyota,Kijang Innova,MPV,2018,68410,Automatic,245000000
Mitsubishi,Outlander Sport,SUV,2016,127500,Automatic,178000000
Mitsubishi,Xpander,Wagon,2019,52500,Automatic,208000000
Isuzu,Elf,Trucks,2020,7500,Manual,289000000
BMW,528i,Sedan,2014,22500,Automatic,418000000
Mercedes-Benz,S400 L,Sedan,2015,37500,Automatic,828000000
Suzuki,Ertiga,MPV,2014,72500,Manual,129000000
MINI,Cooper,Hatchback,2022,2500,Automatic,868000000
Mitsubishi,Pajero Sport,SUV,2018,62500,Automatic,480000009
Toyota,Agya,Hatchback,2019,27500,Automatic,145000000
Mitsubishi,Pajero Sport,SUV,2021,32500,Automatic,550000000
MINI,Countryman,SUV,2021,7500,Automatic,798000000
Wuling,Confero,Wagon,2017,117500,Manual,109000000
Toyota,Kijang Innova,MPV,2014,157500,Automatic,245000000
Honda,Brio,Hatchback,2018,52500,Automatic,143000000
Suzuki,Ertiga,MPV,2016,82500,Automatic,169000000
Nissan,Kicks,Wagon,2020,37500,Automatic,385000000
Honda,Brio,Hatchback,2021,27500,Manual,165000000
Honda,Jazz,Hatchback,2009,122500,Automatic,135000000
Toyota,Avanza,MPV,2022,32500,Manual,200000000
Suzuki,Katana,Jeep,1992,182500,Manual,39000000
Toyota,Fortuner,SUV,2020,47150,Automatic,438000000
Nissan,Grand Livina,MPV,2018,74000,Automatic,135000000
Toyota,Yaris,Hatchback,2010,215000,Automatic,120000000
BMW,X1,SUV,2017,47500,Automatic,408000000
Suzuki,Baleno,Hatchback,2019,17500,Automatic,168000000
Audi,A6,Sedan,2012,87500,Automatic,245000000
BMW,X3,SUV,2015,62500,Automatic,428000000
Toyota,Land Cruiser,SUV,2023,2500,Automatic,2699000000
Mercedes-Benz,GLA200,SUV,2017,57500,Automatic,488000000
Daihatsu,Xenia,MPV,2015,102500,Automatic,105000000
BMW,520i,Sedan,2014,57500,Automatic,378000000
Toyota,Alphard,Van Wagon,2005,107500,Automatic,135000000
Toyota,Rush,SUV,2019,22500,Automatic,203000000
Isuzu,Elf,Trucks,2022,7500,Manual,359500000
Toyota,Fortuner,SUV,2017,92500,Automatic,368000000
Honda,HR-V,SUV,2022,17500,Automatic,428000000
Lexus,LM350,Van Wagon,2022,12500,Automatic,1888000000
BMW,320i,Sedan,2020,17500,Automatic,698000000
BMW,520i,Sedan,2014,57500,Automatic,378000000
BMW,Z4,Convertible,2021,2500,Automatic,1335000000
Mercedes-Benz,GLC200,SUV,2018,32500,Automatic,688000000
Mercedes-Benz,S400 L,Sedan,2015,37500,Automatic,828000000
BMW,X5,SUV,2017,77500,Automatic,638000000
Nissan,March,Hatchback,2016,97500,Automatic,98000000
Audi,A4,Sedan,2016,62500,Automatic,388000000
Nissan,X-Trail,SUV,2005,152500,Automatic,68000000
Isuzu,Elf,Trucks,2022,17500,Manual,335500000
Toyota,Agya,Hatchback,2016,77500,Manual,93000000
Suzuki,SX4 S-Cross,Hatchback,2017,97500,Automatic,164000000
Honda,HR-V,SUV,2019,97500,Automatic,260000000
Toyota,Kijang Innova,MPV,2017,102500,Automatic,241000000
Toyota,Rush,SUV,2020,67500,Automatic,218000000
Nissan,March,Hatchback,2016,72500,Manual,101000000
Honda,HR-V,SUV,2018,72500,Automatic,244000000
Toyota,Calya,MPV,2020,37500,Automatic,142000000
Daihatsu,Terios,SUV,2019,72500,Manual,185000000
Suzuki,Ertiga,MPV,2017,112500,Manual,144000000
Mazda,2,Hatchback,2016,77500,Automatic,168000000
Toyota,Sienta,MPV,2016,82500,Automatic,170000000
Honda,CR-V,SUV,2015,62500,Automatic,225000000
Lexus,RX300,SUV,2018,32500,Automatic,918000000
MINI,Countryman,SUV,2021,12500,Automatic,798000000
Toyota,Vellfire,Van Wagon,2010,107500,Automatic,233800000
Toyota,Kijang Innova,MPV,2012,162500,Automatic,138000000
Toyota,Kijang Innova,MPV,2015,112500,Automatic,180000000
BMW,528i,Sedan,2014,22500,Automatic,418000000
Mazda,2,Hatchback,2016,87500,Automatic,168000000
Toyota,Alphard,MPV,2013,82500,Automatic,335000000
MINI,Cooper,Hatchback,2022,2500,Automatic,868000000
Honda,Civic,Hatchback,2018,87500,Automatic,328000000
Mazda,CX-5,SUV,2018,87500,Automatic,338000000
Toyota,Alphard,MPV,2013,102500,Automatic,368000000
Honda,Brio,Hatchback,2019,67500,Automatic,166000000
Daihatsu,Ayla,Hatchback,2017,52500,Automatic,118000000
Toyota,Avanza,MPV,2015,82500,Manual,126000000
Honda,Mobilio,MPV,2018,47500,Manual,152000000
Wuling,Cortez,Wagon,2019,57500,Automatic,165000000
Wuling,Almaz,Wagon,2019,77500,Automatic,188000000
Daihatsu,Ayla,Hatchback,2020,17500,Manual,121000000
Daihatsu,Ayla,Hatchback,2019,47500,Manual,112000000
Suzuki,Ertiga,MPV,2019,47500,Manual,161000000
Mitsubishi,Xpander,Wagon,2018,57500,Automatic,203000000
Mitsubishi,Xpander,Wagon,2018,52500,Automatic,207000000
Toyota,Agya,Hatchback,2019,57500,Automatic,127000000
Toyota,Avanza,MPV,2022,7500,Manual,214000000
Honda,Brio,Hatchback,2021,47500,Automatic,163000000
Mitsubishi,Xpander,Wagon,2018,67500,Automatic,203000000
Daihatsu,Xenia,MPV,2019,32500,Manual,157000000
Honda,Mobilio,MPV,2019,52500,Automatic,169000000
Toyota,Raize,Wagon,2021,17500,Automatic,218000000
Mitsubishi,Pajero Sport,SUV,2016,97500,Automatic,378000000
Daihatsu,Ayla,Hatchback,2017,92500,Manual,91000000
Daihatsu,Ayla,Hatchback,2019,32500,Manual,115000000
Honda,Brio,Hatchback,2018,67500,Manual,126000000
Daihatsu,Xenia,MPV,2020,37500,Manual,163000000
Suzuki,SX4 S-Cross,Hatchback,2017,87500,Automatic,171000000
Toyota,Kijang Innova,MPV,2016,92500,Automatic,281000000
Nissan,Livina,Wagon,2019,32500,Automatic,194000000
Toyota,Avanza,MPV,2020,52500,Automatic,167000000
Toyota,Sienta,MPV,2016,82500,Automatic,170000000
Honda,Brio,Hatchback,2019,67500,Automatic,155000000
Honda,Brio,Hatchback,2016,62500,Automatic,139000000
Daihatsu,Terios,SUV,2019,67500,Automatic,203000000
Toyota,Kijang Innova,MPV,2013,137500,Automatic,169000000
Mitsubishi,Xpander,Wagon,2017,42500,Automatic,197000000
Toyota,Raize,Wagon,2022,7500,Manual,206000000
Honda,Brio,Hatchback,2018,37500,Automatic,153000000
Chevrolet,Trax,SUV,2017,82500,Automatic,175000000
Daihatsu,Sigra,MPV,2021,52500,Manual,130000000
Wuling,Cortez,Wagon,2018,62500,Automatic,156000000
Nissan,Livina,Wagon,2019,72500,Automatic,197000000
Mitsubishi,Xpander,Wagon,2018,52500,Automatic,210000000
Toyota,Sienta,MPV,2016,52500,Automatic,170000000
Suzuki,SX4 S-Cross,Hatchback,2017,87500,Automatic,171000000
Toyota,Avanza,MPV,2017,87500,Manual,151000000
Toyota,Sienta,MPV,2017,102500,Automatic,161000000
Toyota,Calya,MPV,2020,47500,Automatic,134000000
Mercedes-Benz,GLA200,SUV,2018,32500,Automatic,522000000
Mazda,6,Sedan,2019,42500,Automatic,488000000
Honda,HR-V,SUV,2015,107500,Manual,175000000
Toyota,Agya,Hatchback,2019,32500,Manual,114000000
Honda,HR-V,SUV,2021,32500,Automatic,248000000
Honda,CR-V,SUV,2018,65000,Automatic,340000000
Suzuki,Ertiga,MPV,2016,107000,Automatic,137000000
Toyota,Corolla Altis,Sedan,2016,105000,Automatic,175000000
Isuzu,Giga,Trucks,2022,17500,Manual,510000000
Isuzu,Elf,Trucks,2022,12500,Manual,309000000
Mitsubishi,Fuso,Trucks,2014,202500,Manual,495000000
Isuzu,Elf,Trucks,2019,62500,Manual,254500000
BMW,X5,SUV,2019,47500,Automatic,1075000000
Daihatsu,Gran Max,Van,2021,12500,Manual,139000000
Honda,HR-V,SUV,2018,92500,Automatic,251000000
BMW,X5,SUV,2020,17500,Automatic,1195000000
Mazda,CX-30,Wagon,2023,7500,Automatic,475000000
Toyota,Kijang Innova,MPV,2016,82500,Automatic,219000000
Toyota,Vellfire,Van Wagon,2013,77500,Automatic,369900000
Honda,CR-V,SUV,2014,52500,Automatic,189000000
Suzuki,SX4 S-Cross,Hatchback,2018,57500,Automatic,185000000
Hyundai,IONIQ 5,Wagon,2022,10008,Automatic,670000000
Mitsubishi,Colt,Trucks,2014,162500,Manual,239500000
Mitsubishi,Xpander,Wagon,2018,77500,Automatic,203000000
Toyota,Kijang Innova,MPV,2014,87500,Automatic,169000000
Mitsubishi,Colt,Trucks,2018,87500,Manual,304000000
Daihatsu,Rocky,Wagon,2022,17500,Automatic,200000000
Honda,Brio,Hatchback,2018,42500,Automatic,138000000
Suzuki,XL7,Wagon,2020,52500,Automatic,218000000
Mercedes-Benz,ML400,SUV,2015,87500,Automatic,475000000
Volkswagen,Golf,Hatchback,2014,37500,Automatic,279000000
Ford,Focus,Hatchback,2015,27500,Automatic,299000000
Honda,Brio,Hatchback,2021,17500,Automatic,178000000
Mitsubishi,Fuso,Trucks,2012,97500,Manual,385000000
Honda,Jazz,Hatchback,2019,57500,Manual,178000000
Toyota,Sienta,MPV,2017,47500,Automatic,182000000
Toyota,Voxy,Van Wagon,2023,2500,Automatic,555000000
Honda,Brio,Hatchback,2017,52500,Manual,127000000
Daihatsu,Ayla,Hatchback,2020,17500,Manual,119000000
Mitsubishi,Xpander,Wagon,2018,82500,Manual,187000000
Nissan,Grand Livina,MPV,2016,82500,Automatic,115000000
